clwvi,zg0,hur6,vas,uas,hus0
0.0959549248218536,204.6694183349609,47.0694580078125,2.1489176750183105,3.428126811981201,0.0024040774442255
0.0474194921553134,160.06640625,52.21508407592773,0.8193360567092896,2.0290842056274414,0.0029808327089995
0.062886007130146,137.54544067382812,46.30500793457031,0.6513460874557495,-1.5442842245101929,0.0041318638250231
0.042743980884552,84.2164077758789,45.58178329467773,0.518166184425354,0.0001357216387987,0.0056705367751419
0.0379918329417705,79.61640930175781,37.94551849365234,0.7777867913246155,-1.5558922290802002,0.0078775361180305
0.0137617141008377,47.147762298583984,27.17659950256348,0.7267897129058838,-0.4293715357780456,0.0095121376216411
0.0053292545489966,17.86261558532715,8.98765754699707,-0.986938178539276,-4.975921630859375,0.01020248234272
0.0126824490725994,30.5175724029541,11.97897720336914,-1.1637308597564695,-4.521560192108154,0.0101994993165135
0.0058701131492853,89.15018463134766,11.374457359313965,-0.487780213356018,-2.8669915199279785,0.0085913380607962
0.0314809717237949,144.40228271484375,46.19273376464844,1.1872562170028689,-0.4220424294471741,0.0069639938883483
0.0675143226981163,171.66607666015625,48.342384338378906,1.4975711107254028,1.7430599927902222,0.0044994624331593
0.0740255117416381,200.7401428222656,40.32625961303711,1.670028567314148,2.4236154556274414,0.0026569331530481
0.0781480893492698,190.43614196777344,45.80271530151367,1.251099705696106,2.8836679458618164,0.0025379508733749
0.0447035245597362,194.0335235595703,47.99386596679688,1.1075804233551023,0.0877479910850524,0.0022296223323792
0.0603493712842464,150.1878204345703,32.406925201416016,1.372099995613098,0.9546856880187988,0.002800442976877
0.0506610199809074,96.37944793701172,38.886695861816406,1.284412860870361,0.701711893081665,0.0042872559279203
0.0234079733490943,80.9497299194336,37.96328353881836,0.4160146117210388,0.141561672091484,0.0066118757240474
0.0092439837753772,56.16134643554688,17.707059860229492,-0.3503828942775726,-2.9143285751342773,0.0083182770758867
0.0100869182497262,20.493898391723636,13.722784042358398,-0.5109533071517944,-3.560754776000977,0.0087031302973628
