hurs(1),clwvi(1),psl(1),tas(1),va0(2),ua2(4)
74.30627441,0.08175645,102240.5859,275.0834656,1.007494688,0.810069382
88.70815277,0.073772974,102505.1875,264.6480713,2.462906122,6.084561348
91.14585114,0.087906636,102595.5781,263.3054199,1.567302108,6.755620003
84.55381012,0.055659547,102473.3906,261.032074,2.468414545,5.484067917
78.32772827,0.041223135,102069.4531,270.6330261,2.317018032,4.164592266
82.39214325,0.057259746,101570.0234,278.2001953,1.462628365,-1.295832396
46.47119522,0.029206781,101142.1172,287.7670593,1.609055161,-0.305775225
38.16529846,0.015499301,100845.8438,292.8854065,0.682947338,-1.428358436
39.52745056,0.00778222,100586.4141,295.3678894,-0.097019382,-2.445854664
52.23379135,0.008307301,100680.5859,292.5964355,-0.698610723,-2.657577753
50.21238708,0.015341499,101320.7578,288.7139587,0.232140943,-0.91500324
59.41145706,0.025649354,101674.1563,281.1954956,1.877416968,-0.160215616
71.85327911,0.049182143,102285.9453,274.8703003,2.383687496,6.703085899
84.87897491,0.105117038,102293.4609,269.6392212,1.801323414,5.517777443
88.73947906,0.080949761,102442.3672,264.3636475,2.70047307,8.624957085
85.73081207,0.061456326,102507.6641,263.5081482,1.706327558,0.540121794
84.53954315,0.05305035,101921.4063,272.8875427,1.937237501,6.59279871
63.73854828,0.027642589,101456.0391,280.3295898,1.393941045,4.862272263
46.24236298,0.020560043,101074.6875,285.5313721,1.074585915,-1.318592072
41.57816696,0.021499431,100785.4688,292.3453064,0.687293708,-1.795825839
37.67546463,0.011913799,100608.8516,296.0683289,-0.410533369,-2.918923378
45.13125229,0.005368024,100659.3047,294.2159729,-0.425832242,-2.17485714
42.78222275,0.006920428,101206.4766,290.9151001,0.760310173,-1.77116549
51.83747864,0.015709709,101974.3359,282.4202271,1.885065436,4.955467224
73.75005341,0.07246913,102398.2578,276.753479,1.749764204,6.674141884
91.48918915,0.106048927,102586.5078,266.5629578,2.281554222,4.931343555
85.78956604,0.050010253,102772.9844,263.1528015,2.216313362,5.779923916
89.19073486,0.106919505,102283.6797,270.048645,1.714802742,4.066532135
85.86872101,0.081213325,101706.0469,277.0270996,1.4320364,-0.20747152
83.15311432,0.126227185,101788.9219,278.9117126,2.022528648,-2.108996868
79.51399231,0.051224068,101206.3125,283.8912354,1.036800385,2.402940273
49.89387512,0.006323348,100751.7734,292.5066223,-0.068092816,-2.750167131
44.94252396,0.010830721,100651.125,296.4706421,-0.515210927,-2.984354734
53.04307556,0.008914304,100956.2891,294.1888428,-0.8468979,-1.06854856
51.15921783,0.001308784,101556.8906,290.4733276,0.215794578,-1.024987698
52.89964676,0.019798351,102013.0234,282.109436,1.049351811,0.305751652
72.47320557,0.047579899,102313.1094,272.0136108,2.790992498,6.930241108
75.38028717,0.037528068,102556.1328,267.2571106,2.1550107,7.684129715
84.17185211,0.052346349,102801.5313,262.4035339,1.476506591,5.235591412
83.03018951,0.059648637,102390.9297,268.1336365,3.011801481,6.377948761
80.9484787,0.074810825,101928.3828,272.2050476,1.936152458,4.571763515
63.47949219,0.034051444,101383.9453,281.8912048,2.043277025,1.332457781
41.24876022,0.034373857,101226.6094,288.980072,0.989395797,0.874408603
34.25970459,0.001644759,100793.4063,294.5700684,-0.196366817,-1.683082104
40.58610535,0.009524943,100603.8516,295.5139465,-0.942882478,-1.69039166
43.70493317,0.014302157,100791.2031,294.5815735,-0.500289261,-3.691435337
55.15961075,0.014850099,101422.7734,290.9634094,-0.03466906,-1.141476035
68.15885162,0.060237233,101873.5234,283.3711243,0.548844934,-1.672209144
78.60952759,0.060638186,102150.3203,278.176178,1.809525132,0.496021509
80.47249603,0.081540391,102399.7266,270.6572571,1.495082378,5.199054241
90.37271881,0.075911857,102595.6484,265.3009644,2.223148346,4.02074194
89.4083786,0.080321305,102128.75,267.4597168,2.401379585,0.679986775
80.03881073,0.046280913,102161.1094,272.132843,1.705586791,4.696487904
73.76840973,0.056138527,101335.2578,281.4111328,1.21691525,-0.587620497
78.81577301,0.069154143,100853.9219,282.9252319,1.230346441,-2.908124685
62.67286301,0.01411047,101046.0078,291.627594,0.693280935,-2.279064894
39.61086273,0.005684142,100579.6484,296.1846924,0.516488612,-3.277486324
41.63002777,0.015793368,100540.9844,295.7249146,-0.102448069,-4.559832096
44.70307922,0.001052201,101122.0625,290.8621521,0.762103915,-2.421146393
53.54584503,0.018495623,101706.2578,283.5388489,2.342698336,0.910131454
74.09719086,0.092487797,102029.1719,276.1765442,3.31984663,4.883660793
93.39997864,0.15127638,102443.2422,271.8653259,2.336429596,6.336269855
91.9274292,0.124226302,102310.5,269.153595,2.982488871,7.486511707
85.67698669,0.048397608,102383.3359,264.2572632,1.632459044,6.11753273
80.49754333,0.083161846,101912.8359,270.6612854,1.266339779,-1.219754934
84.23384857,0.080518261,101266.8203,278.5331116,2.302129507,0.919632733
79.55992889,0.041378353,101151.9375,285.1682739,1.085404396,-0.819661558
48.08912659,0.003722989,100864.875,293.1681519,0.988187194,-2.475442171
43.75013733,0.001896717,100626.9297,295.3347778,-0.557611704,-1.407410145
51.1182251,0.012816315,100575.5781,294.7261047,-0.410729527,-2.469611645
45.42063904,0.006679529,101374.7344,289.5592041,0.418495983,-1.766699314
48.65515137,0.035846155,101744.6094,284.9914856,2.054935932,3.367058516
82.18720245,0.106936395,102083.2656,274.9997864,2.155642986,3.74378705
86.64797211,0.070137434,102297.2891,267.8512268,2.045700312,4.23331213
88.07132721,0.062591314,102891.9531,259.9605408,1.801062465,5.825652122
86.92401886,0.044253618,102435.3672,261.1051636,2.048362494,2.974230289
81.408638,0.056324542,101768.5938,271.7529907,2.7562747,3.965946674
55.36965179,0.031289678,101708.9375,279.6824341,1.449480653,2.22070384
40.42533493,0.02354469,101003.8828,289.109436,0.948621631,0.446159065
46.50600815,0.026822072,100909.6406,293.2391968,-0.160864979,-1.35046792
39.70199203,0.010836292,100549.6641,296.3414917,-0.864627182,-3.019391298
47.23178101,0.010966913,100897.2734,293.3891296,0.1965262,-1.659258366
42.56651688,0.007924295,101221.3125,292.2983093,0.33287394,-2.519770861
74.01368713,0.067614354,101866.4453,284.1974487,0.796200216,-2.606801271
84.22164917,0.06705261,102424.0391,275.9238892,1.457648873,2.335504532
88.24653625,0.070975073,102437.1953,265.6156311,2.271109343,6.393857002
83.95289612,0.054614156,102858.6953,260.9437256,1.15554595,0.594871461
86.28551483,0.03235681,102427.9219,262.5031738,2.010323763,3.246286392
77.13504028,0.048226893,102216.5313,273.26474,2.105233908,0.886180162
64.62210083,0.064435519,101156.2344,278.9672546,1.180702448,-0.519401491
66.46611786,0.068295427,101247.4531,283.7546082,1.10385406,-0.844964087
36.22370148,0.012691457,100797.2031,291.9114075,1.286757112,-0.086143553
39.37215042,0.00644887,100493.3047,296.3109741,-0.62371999,-3.716889858
42.65636063,0.018390298,100441.4453,294.8712769,0.063133903,-3.21643877
53.78766632,0.006991444,101148.9922,288.9020996,-0.145841822,0.595908225
53.18013382,0.0181826,101858.5469,281.5589905,0.954741597,1.832113624
72.84439087,0.044090886,102220.5078,274.6602783,2.365202665,3.476416349
77.11405945,0.031339161,102784.0313,268.3121643,1.595999837,4.154083729
82.02097321,0.042765465,102600.5469,264.1279602,2.339910746,6.682532787
89.39742279,0.064507335,102330.0234,265.0784912,2.732418776,4.936846733
79.2900238,0.041060086,102129.3203,268.8086548,1.258915544,3.145740032
58.17802429,0.011186735,101691.4375,281.4881592,0.952864468,3.136149406
40.84266281,0.017215911,101163.2656,287.5487061,1.018266439,1.670567989
32.93337631,0.025270393,100631.8672,295.9473572,-0.055254757,-2.515204668
34.83535767,0.018397493,100604.2109,296.2412415,0.049793005,-5.265719891
34.91111755,0.004840696,100635.3828,294.5124512,0.088912517,-5.427009583
42.38399887,0.001138678,101272.6875,290.787323,0.446026504,-2.800214291
49.08055115,0.028343285,101799.2109,285.660553,1.634194374,-1.164315224
72.78694916,0.053280666,102250.4375,278.4650574,1.966570854,0.862408161
84.65702057,0.074150175,102725.2109,266.8619385,1.277770042,1.225622892
89.40183258,0.09360905,102596.1016,268.4927368,2.929064751,7.271509647
84.65544128,0.091593333,102280.6875,267.8962097,2.070267439,5.46835041
85.41410065,0.09816245,101708.9766,272.8198242,1.758321047,2.928621769
76.18367767,0.074560851,101432.2266,278.0744019,1.38923347,1.792023182
71.63756561,0.028508278,101218.0313,283.3720398,0.906500518,-2.573419809
35.70991135,0.005837427,100950.9297,294.5256653,0.187643945,-1.721686006
40.10129166,0.012517283,100537.7656,296.4902039,-0.068730034,-1.972638965
54.17724609,0.013891976,100773.2656,293.6818542,-0.947491348,-1.526405454
41.51658249,0.026969383,101226.1953,292.3426208,0.699631989,-1.951035619
71.65808105,0.070906408,101687.8906,284.0433044,2.351146698,1.352023602
85.04703522,0.073368676,102408.6484,274.4715271,1.006889582,3.769892693
78.73902893,0.039252661,102653.9688,268.7775269,1.134179711,6.384518623
87.1315918,0.030507889,102953.3516,263.2813721,1.267541051,4.883582115
84.47065735,0.060637351,102471.4688,272.1875,2.36841321,7.082539082
63.23441315,0.045342028,101544.4844,277.9607239,2.85307169,4.258960247
51.5704689,0.046745397,101538.5547,282.6965332,1.190192461,2.393426657
38.92588425,0.033946201,101131.0156,287.7145081,1.279165268,1.818754673
41.41533661,0.020875957,100914.6797,293.0982361,0.661516726,-1.98336935
29.25891495,0.004651892,100643.6406,297.8944092,0.39675501,-4.859425545
38.47230911,0.010071126,100612.7891,296.697052,0.08358223,-5.145530701
32.36262894,0.017064296,101521.6953,292.3270569,1.027527332,-2.760565996
62.93893051,0.070172936,101632.2578,283.3566895,0.786243677,0.271102756
76.91608429,0.076640792,102349.1563,274.5481873,2.232495308,3.396371841
82.30947113,0.044738572,102865.6328,266.3288269,1.055232882,4.891819
89.17218018,0.059027772,102661.3438,262.2808533,1.832220078,5.414299488
80.49491882,0.080762915,102400.1641,269.035614,1.918909192,5.625694752
80.19658661,0.047469046,101962.3359,273.4540405,0.774727225,1.422544956
71.73223877,0.094781257,101323.3203,278.4035339,3.201133251,3.509950876
71.87038422,0.074695155,101299.7031,284.3867188,0.429117024,-0.557882845
38.08271408,0.010637097,100706.9922,294.3973389,0.553707659,-1.540213704
46.15731049,0.022505907,100464.8281,295.6991577,-0.592385292,-3.739392042
46.37076569,0.004315006,100599.3125,294.2563782,-0.506566226,-2.439857483
53.75209427,0.002232575,101461.7969,289.4331055,-0.126960412,-1.213208914
53.37253571,0.023296969,101876.4766,285.5908508,1.219241619,0.567421377
67.7572937,0.03789027,102070.75,276.9237976,2.521677732,2.491271019
78.96536255,0.067949466,102585.8984,270.7074585,2.226667643,6.0658741
89.52857208,0.042144228,102652.5078,261.491333,1.015629768,3.846666336
84.15821838,0.091959357,102077.3906,267.2650452,3.057663679,4.445738316
87.14338684,0.08648254,102024.1094,268.3935242,0.000699465,-2.645993471
76.88905334,0.067125648,101757.8125,276.9486694,0.826950192,2.385258913
48.26351166,0.031660561,100998.8047,288.5544739,1.328753591,-0.647028804
43.16156769,0.01148202,100824.2656,294.1272583,-0.028099874,-1.10287559
37.92824936,0.005138835,100444.5078,296.2674561,-0.374316484,-3.358383179
53.24212646,0.007275874,100879.4453,292.6956177,-0.776192009,-1.473174453
58.37713623,0.066252209,101435.7813,290.3820801,-0.1323587,-1.859240413
56.63391876,0.057904132,101635.6094,284.95578,2.753512859,2.329268456
66.26153564,0.064370401,102412.8516,273.7739563,1.830125809,3.67144227
85.91766357,0.108844735,102258.0313,268.1743469,3.193288565,2.9994452
90.06317139,0.055259503,102467.6094,261.9976807,2.023945093,6.379202843
89.49438477,0.075289071,102184.6719,264.4519958,2.536561489,3.061108589
76.16320038,0.029696487,101918.9375,271.9482422,2.116104603,4.697240829
79.10528564,0.119337142,101563.5547,280.3555298,1.11124444,0.631930709
58.39240265,0.022394463,101208.6563,286.7463989,1.636755109,2.293192387
44.03905869,0.015520507,100791.4609,293.7505188,0.215377554,-2.178024769
35.34330368,0.000789211,100406.6484,297.5517578,-0.4751634,-4.058901787
41.12883377,0.007354252,100546.2734,294.9428406,-0.15408352,-2.525535822
42.46013641,0.00956252,101333.5625,291.342041,0.235410795,-0.479012012
58.82125473,0.035807215,101819.7891,285.6624756,0.87723738,0.048955366
76.20618439,0.099650756,102070.0547,276.5289917,2.963324785,7.169628143
88.11016846,0.107920215,102539.7031,269.5222778,3.306584597,7.503185272
85.3125,0.062395886,102729.0781,263.9227295,2.063838482,7.736929893
74.20678711,0.022997079,102434.125,268.2676697,1.350916386,4.422719955
82.66901398,0.063848279,101979.9375,272.7812195,1.341658115,1.910277724
74.78987122,0.074290127,101430.9219,279.7856445,1.905447245,4.083962917
39.50292587,0.034443546,101096.125,287.6469727,1.318844676,1.733748078
40.18864059,0.013675591,100858.0703,293.6945801,-0.340747476,-2.455397844
42.35857773,0.007958989,100618.1328,295.9742432,-0.655749917,-2.663365841
39.39875031,0.01147735,100531.5313,296.061676,-0.495267153,-4.307880402
48.50101089,0.033866778,101398.75,291.3780518,0.828608513,-3.275695086
63.74045563,0.065603599,101670.6328,285.2993469,1.460982203,0.736329436
61.42050934,0.034166481,102353.4063,279.8929749,1.457496524,0.821916342
79.84144592,0.041747458,102458.875,267.3826294,1.81945169,4.654417038
82.32015228,0.050164741,102551.5156,263.6024475,2.510531902,4.754294395
87.43783569,0.067733772,102463.5078,263.5817261,1.269368172,2.137694836
79.47299194,0.045897376,101684.6641,274.5403137,2.404826403,4.019248486
64.4909668,0.031967111,101261.7578,280.8297119,0.34835121,1.322852135
40.6540451,0.031084182,100891.7813,288.1003418,1.900678515,1.899297476
33.95108032,0.00625726,100540.7656,294.5670471,0.301380485,-2.994441509
38.14791107,0.002043811,100421.5469,296.8560486,-1.621083617,-4.723479271
29.35562897,0.040697053,100455.0547,297.3543091,0.856713712,-4.483150005
46.74223709,0.00384624,101062.2031,289.8332825,0.16856052,-2.303511381
51.33897018,0.019830611,101797.2344,283.0628662,1.435607314,1.465136766
68.70456696,0.05800616,102303.7578,276.6471558,1.555547237,1.277266145
92.41110229,0.11427024,102080.8359,269.2731018,2.258279324,3.126299143
80.54257965,0.045369573,102773.7891,263.0378723,1.79919517,6.356998444
79.70677185,0.042066332,102361.7188,264.4177551,2.090477943,6.004545212
81.4183197,0.073604368,101689.5078,270.1915588,1.86909616,2.95559001
69.28353119,0.04269499,101702.8672,278.8265991,0.962764382,0.551196158
40.19223404,0.031902,100971.6328,286.938446,1.371097922,0.948640764
35.25650024,0.013115738,100740.4688,294.7311707,0.258095592,-1.10044241
40.75662231,0.009674978,100680.9844,296.3212891,-0.403336704,-1.446556687
47.33304214,0.015247376,100597.2656,294.1884766,-0.538362145,-2.206493855
46.38763046,0.026110122,101392.2109,290.4164734,0.315031976,-1.826337099
45.3370018,0.015203686,101697.1406,286.6317444,1.227292538,2.1840446
61.96509171,0.040357009,102238.4922,277.1382446,2.038032055,5.708962917
83.03868103,0.063040726,102564.7188,265.768219,1.656712055,4.533062458
90.18088531,0.06158331,102818.9922,260.8280029,1.743947983,3.794964314
89.02884674,0.072290197,102310.0938,268.3591614,2.507035971,3.495617628
81.03019714,0.05732793,101792.6406,271.3289185,3.068157673,3.470328093
70.3441391,0.041181929,101236.1016,278.085907,1.31665659,0.717353344
49.26470947,0.018709483,101251.9844,285.8335571,1.157136321,0.542217016
39.19242859,0.015444241,100859.7422,295.0735168,-0.159440145,-2.000187159
36.5231514,0.009937666,100527.5859,297.2316589,-1.064600229,-2.671227217
43.90642929,0.005484615,100736.5313,294.9241333,-0.581730425,-2.455091476
44.27885056,0.003831297,101305.8359,292.7228699,0.279212475,-1.062601924
56.58238602,0.061855178,101610.3281,285.1096497,2.291256905,0.131248102
77.53074646,0.09658628,102036.4844,277.6268616,1.837338924,5.61611557
91.25055695,0.116119429,102363.1094,268.3872681,1.725488305,2.069869995
90.35626984,0.070023358,102672.4297,264.828186,2.028257132,5.576375008
76.62366486,0.054106325,102236.5625,268.071106,3.026661158,6.33613348
78.70596313,0.053098891,101924.9375,271.7679749,1.202976704,3.669155836
67.31853485,0.05990069,101403.0156,279.6495056,1.783645391,0.512118638
67.28981018,0.078151658,101095.5156,283.5969543,1.169502378,0.62393558
42.54669952,0.010929713,100789.5078,293.5339661,0.767865717,-1.12793231
44.63897324,0.015320033,100690.7969,295.5378418,-0.712717712,-1.041476369
45.09785843,0.01750228,100533.3359,295.6960144,0.064789407,-2.900248051
43.99261856,0.001023403,101191.1875,292.2064819,0.320055634,0.102629736
